NPI,Organization Name,City,Missing Fields
1932580347,CRYSTAL CLEAR FAMILY DENTISTRY OF CT,HARTFORD,First Name; Last Name
1609109214,"DENTAL DREAMS, LLC",HARTFORD,First Name; Last Name
1396051165,DENTAL GROUP OF HARTFORD PC,HARTFORD,First Name; Last Name
1427477884,DR RONALD PREIS,HARTFORD,First Name; Last Name
1255395141,"DRS. PADILLA & LEE, P.C.",HARTFORD,First Name; Last Name
1679822571,"FAMILY DENTISTRY OF HARTFORD, LLC",HARTFORD,First Name; Last Name
1922378256,"HARTFORD DENTAL CARE , LLC",HARTFORD,First Name; Last Name
1902683071,HARTFORD FAMILY DENTIST LLC,HARTFORD,First Name; Last Name
1295372712,HARTFORD SMILES CENTER PLLC,HARTFORD,First Name; Last Name
1295426963,MAGICLAND DENTAL LLC,HARTFORD,First Name; Last Name
1164719456,"ORAL CARE DENTAL GROUP II, LLC",HARTFORD,First Name; Last Name
1518234079,PARK STREET FAMILY DENTAL,HARTFORD,First Name; Last Name
1902053531,ROBERT J. MAILLOUX DMD,HARTFORD,First Name; Last Name
1871709725,"ESSENTIAL DENTAL, LLC",PLANTSVILLE,First Name; Last Name
1346127123,SOUTHINGTON DENTAL GROUP,PLANTSVILLE,First Name; Last Name
1396815148,SOUTHINGTON FAMILY DENTISTRY,PLANTSVILLE,First Name; Last Name
1164107579,"ANNA M. CHISILENCO RAHO DDS, LLC",MILFORD,First Name; Last Name
1679013361,AUTHENTIC SMILES LLC,MILFORD,First Name; Last Name
1528442548,CHRISTOPHER C. COGGUILLO DDS PC,MILDORD,First Name; Last Name
1578773396,CONNECTICUT DENTAL CARE P.C.,MILFORD,First Name; Last Name
1104436633,"CONNECTICUT DENTAL PROFESSIONALS, P.C.",MILFORD,First Name; Last Name
1881225878,"CONNECTICUT DENTAL PROFESSIONALS, P.C.",MILFORD,First Name; Last Name
1083848584,"COVEY & KWOCHKA,PC",MILFORD,First Name; Last Name
1285083600,DLV LLC,MILFORD,First Name; Last Name
1972390482,DWORKIN AND DWORKIN LLC,MILFORD,First Name; Last Name
1184364952,DWORKIN DENTAL,MILFORD,First Name; Last Name
1356562342,ENDODONTIC ASSOCIATES,MILFORD,First Name; Last Name
1811145857,FAIRFIELD PEDIATRIC DENTISTRY,MILFORD,First Name; Last Name
1669683553,FAMILY DENTAL GROUP MILFORD LLC,MILFORD,First Name; Last Name
1215365283,JEREMIAH LONG DMD PC,MILFORD,First Name; Last Name
1962952606,LODESTAR DENTAL LLC,NEW HAVEN,First Name; Last Name
1154745867,"MILFORD DENTAL SPECIALIST, P.C.",MILFORD,First Name; Last Name
1700085180,PERRY M OPIN DDS PC,MILFORD,First Name; Last Name
1134610660,"PROFESSIONAL DENTAL ALLIANCE OF MILFORD, PLLC",MILFORD,First Name; Last Name
1134884463,RELIABLE DENTAL MILFORD INC.,MILFORD,First Name; Last Name
1417290172,"ROBERT S RAUCH D.D.S.,PC",MILFORD,First Name; Last Name
1740418219,SENSITIVE CARE COSMETIC & FAMILY DENTISTRY LLC,MILFORD,First Name; Last Name
1265083554,SMARTDENTAL MILFORD LLC,MILFORD,First Name; Last Name
1992939060,"YOLANI P. EDIRISINGHE, DMD, LLC",MILFORD,First Name; Last Name
1629263850,BRASS MILL MALL DENTAL L.L.P,WATERBURY,First Name; Last Name
1912121856,"FRANKLIN MEDICAL GROUP, PC",WATERBURY,First Name; Last Name
1780686964,"FRANKLIN MEDICAL GROUP, PC",WATERBURY,First Name; Last Name
1356492185,ALAN D SCHUPACK DDS LLC,WALLINGFORD,First Name; Last Name
1336364512,"ALPHA DENTAL GROUP, P.C.",WALLINGFORD,First Name; Last Name
1194431056,CLOVER DENTAL CARE LLC,WALLINGFORD,First Name; Last Name
1598782948,MUNZENMAIER & FRIEL D.M.D LLC,WALLINGFORD,First Name; Last Name
1629313077,NOVA DENTAL EAST LLC,WALLINGFORD,First Name; Last Name
1093406860,QUINNIPIAC ENDO CT PC,WALLINGFORD,First Name; Last Name
1487364063,"QUINNIPIAC ENDO, PLLC",WALLINGFORD,First Name; Last Name
1720239361,"SMILEN DENTAL GROUP, P.C.",WALLINGFORD,First Name; Last Name
1558411058,WALLINGFORD DENTAL ASSOCIATES,WALLINGFORD,First Name; Last Name
1467997106,WOLFY DENTAL GROUP LLC,WALLINGFORD,First Name; Last Name
1265837082,BRIGHT DAYS DENTAL LLC,HAMDEN,First Name; Last Name
1164896841,EAST HAVEN DENTAL LLC,HAMDEN,First Name; Last Name
1033322805,FAMILY & ESTHETIC DENTISTRY OF HAMDEN LLC,HAMDEN,First Name; Last Name
1477998086,HAMDEN DENTAL CARE,HAMDEN,First Name; Last Name
1942755681,PARKWAY DENTAL HAMDEN PC,HAMDEN,First Name; Last Name
1619121613,PEARL DENTAL CARE,HAMDEN,First Name; Last Name
1144615493,YALE-NEW HAVEN HOSPITAL,HAMDEN,First Name; Last Name
1114577061,AARON M GROSS DMD LLC,HAMDEN,First Name; Last Name
1548339864,CONNECTICUT DENTAL GROUPS,WILLIMANTIC,First Name; Last Name
1497553150,"CONNECTICUT EAST DENTAL CENTER, LLC",VERNON,First Name; Last Name
1396860441,"GARY L. BERMAN, D.M.D.,PC",WILLIMANTIC,First Name; Last Name
1053000505,JOHN W STEVENS DDS PC,WILLIMANTIC,First Name; Last Name
1801036058,NEW WAY DENTAL SVCS LLC,WILLIMANTIC,First Name; Last Name
1194267781,RADIANZ DENTAL PC,WILLIMANTIC,First Name; Last Name
1942085873,RIVERVIEW DENTAL,WILLIMANTIC,First Name; Last Name
1639715766,"WILLIMANTIC SMILES, LLC",WILLIMANTIC,First Name; Last Name
1295187821,A VANDIVEER STRAIT JR,WILTON,First Name; Last Name
1548864218,D'ANDREA DENTAL P.C.,WILTON,First Name; Last Name
1538521703,"LONG ISLAND DENTIST, PC",WILTON,First Name; Last Name
1447428867,SMILE ART LLC,WILTON,First Name; Last Name
1164319307,THE CENTER FOR COMPLETE HEALTH DENTISTRY @ WILTON,WILTON,First Name; Last Name
1013387505,ADMIRE DENTAL LLC,BRISTOL,First Name; Last Name
1548666142,AWESOME SMILES,BRIDGEPORT,First Name; Last Name
1962617506,BRUSH & FLOSS DENTAL CENTER LLC,STRATFORD,First Name; Last Name
1104530674,DENTAL FLOSSOPHY LLC,STRATFORD,First Name; Last Name
1124316104,DR DENTAL OF STRATFORD,STRATFORD,First Name; Last Name
1124379151,DUSTIN F RABINE PP LLC,STRATFORD,First Name; Last Name
1659624393,ELM STREET DENTAL,STRATFORD,First Name; Last Name
1902589922,ELNAZER DMD,STRATFORD,First Name; Last Name
1942388210,GOLDBERG & MARCUS DENTAL ASSOCIATES PC,STRATFORD,First Name; Last Name
1578730578,HAWLEY LANE DENTAL LLC,STRATFORD,First Name; Last Name
1215596325,"LASTING SMILES OF STRATFORD, LLC",STRATFORD,First Name; Last Name
1427258300,"LIGHTHOUSE DENTAL CARE, LLC",STRATFORD,First Name; Last Name
1386035707,MODERN FAMILY DENTAL,STRATFORD,First Name; Last Name
1285040469,NEWFIELD DENTAL,STAMFORD,First Name; Last Name
1851788723,"NORTHEAST DENTAL OF STRATFORD,LLC",STRATFORD,First Name; Last Name
1689107534,PENTA DENTAL LC,STRATFORD,First Name; Last Name
1316184633,"SMILE MAKERS, LLC",STAMFORD,First Name; Last Name
1609886480,STRATFORD DENTAL CARE PC,STRATFORD,First Name; Last Name
1518482561,STRATFORD FAMILY DENTAL PC,STRATFORD,First Name; Last Name
1942911524,"STRATFORD SMILES, PLLC",STRATFORD,First Name; Last Name
1013125814,NEW HARTFORD DENTAL,NEW HARTFORD,First Name; Last Name
1528162633,EAST HADDAM DENTAL ASSOCIATES PC,MOODUS,First Name; Last Name
1447744891,"PEOPLESDENTAL, P.C.",MOODUS,First Name; Last Name
1639068786,ADVANCED DENTAL PLLC,MIDDLETOWN,First Name; Last Name
1659302065,"ALEC H. JARET, DMD, PC",MIDDLETOWN,First Name; Last Name
1073524385,APOLLONIA DENTAL LLC,MIDDLETOWN,First Name; Last Name
1801922877,BETSY A CROSSWELL DMD,MIDDLETOWN,First Name; Last Name
1952591851,COMMUNITY HEALTH CENTER INC,MIDDLETOWN,First Name; Last Name
1568409365,"COMMUNITY HEALTH CENTER, INC.",MIDDLETOWN,First Name; Last Name
1326645334,"CONNECTICUT DENTAL PROFESSIONALS, P.C.",MIDDLETOWN,First Name; Last Name
1770324212,DENTISTRYONE OF CONNECTICUT DEREK WEIGAND PC,MIDDLETOWN,First Name; Last Name
1750414488,DRYSGULA FAMILY DENTISTRY LLC,MIDDLETOWN,First Name; Last Name
1447303003,MICHAEL BRUGG DMD,MIDDLETOWN,First Name; Last Name
1114578663,MIDDESEX DENTAL SLEEP MEDICINE LLC,MIDDLETOWN,First Name; Last Name
1568538817,"MIDDLESEX DENTAL CARE, LLC",MIDDLETOWN,First Name; Last Name
1073695466,MIDDLETOWN DENTAL ASSOCIATES LLC,MIDDLETOWN,First Name; Last Name
1033553011,OAA LLC,MIDDLETOWN,First Name; Last Name
1083826127,ORTHODONTIC SPECIALISTS OF CENTRAL CONNECTICUT,MIDDLETOWN,First Name; Last Name
1679684757,"SHORELINE PERIODONTICS, PC",NEW LONDON,First Name; Last Name
1861888208,"WE CREATE SMILES II, LLC",MIDDLETOWN,First Name; Last Name
1871985945,"DR. DENTAL OF EAST HAVEN, PC",EAST HAVEN,First Name; Last Name
1104803444,FAIR HAVEN COMMUNITY HEALTH CLINIC INC,NEW HAVEN,First Name; Last Name
1811372469,"FAIR HAVEN COMMUNITY HEALTH CLINIC, INC",NEW HAVEN,First Name; Last Name
1982034658,FAIR HAVEN DENTAL LLC,NEW HAVEN,First Name; Last Name
1275884991,IFFAT NAZNEEN DDS LLC,NEW HAVEN,First Name; Last Name
1518354380,NEW HAVEN FAMILY DENTAL,NEW HAVEN,First Name; Last Name
1447750997,NEW HAVEN FAMILY DENTAL GROUP LLC,NEW HAVEN,First Name; Last Name
1912593609,NEWHAVENDENTAL LLC,NEW HAVEN,First Name; Last Name
1477664969,"CAROLYN J. MALON, DDS AND STEPHEN M. MORA",FARMINGTON,First Name; Last Name
1023155363,DENTAL ASSOCIATES,FARMINGTON,First Name; Last Name
1932276540,FARMINGTON DENTAL ASSOCIATES,FARMINGTON,First Name; Last Name
1245682830,"FARMINGTON FAMILY DENTISTRY, LLC",FARMINGTON,First Name; Last Name
1497857296,"FARMINGTON VILLAGE DENTAL ASSOCIATES, LLC",FARMINGTON,First Name; Last Name
1184371643,FLORENCE FAMILY DENTISTRY PLLC,FLORENCE,First Name; Last Name
1215149596,PETER PETERSON & JESSE SORRENTINO P.C.,FARMINGTON,First Name; Last Name
1841384476,PETER PETERSON & JESSE SORRENTINO PC,FARMINGTON,First Name; Last Name
1003200569,PURE DENTAL PC,FARMINGTON,First Name; Last Name
1407145204,"RENAISSANCE DENTAL GROUP, LLC",FARMINGTON,First Name; Last Name
1336653245,SMILES BY SUZY DENTAL PC,FARMINGTON,First Name; Last Name
1598918856,"VALDES-FERNANDEZ, PC",FARMINGTON,First Name; Last Name
1851507008,VALLEY ORTHODONTICS LLC,FARMINGTON,First Name; Last Name
1841486610,WESTFARMS MALL DENTAL L.L.P,FARMINGTON,First Name; Last Name
1881099802,"FREDERICK DANIELS,DDS,FAMILY DENTISTRY,LLC",TOLLAND,First Name; Last Name
1710344627,LIFE LONG DENTAL CARE OF TOLLAND LLC,TOLLAND,First Name; Last Name
1235620790,"PROFESSIONAL DENTAL ALLIANCE OF TOLLAND, PLLC",TOLLAND,First Name; Last Name
1972310647,"TOLLAND FAMILY DENTAL, LLC",TOLLAND,First Name; Last Name
1124132600,WINFIELD S DANIELSON JR DDS,TOLLAND,First Name; Last Name
1083424931,THOMPSON SMILES PLLC,NORTH GROSVENOR DALE,First Name; Last Name
1740225317,"ABBAS MOHAMMADI, D.D.S., P.C.",MANCHESTER,First Name; Last Name
1699814145,"ASSOCIATED DENTAL CARE, LLC",MANCHESTER,First Name; Last Name
1093502312,COLUMBIA IMPLANT CENTER LLC,MANCHESTER,First Name; Last Name
1134240922,COLUMBIA ORAL MAXILLOFACIAL IMAGING LLC,MANCHESTER,First Name; Last Name
1770814956,"CONNECTICUT FAMILY DENTISTRY, LLC",MANCHESTER,First Name; Last Name
1336613330,"DENTAL SLEEP PROVIDERS, LLC",MANCHESTER,First Name; Last Name
1083006431,"DR. DENTAL OF MANCHESTER, PC",MANCHESTER,First Name; Last Name
1356543268,"FAMILY SMILE CENTER, LLC",MANCHESTER,First Name; Last Name
1063754976,"GIL D. BOISONEAU, D.D.S.",MANCHESTER,First Name; Last Name
1356646962,HORNDMD&CAYEDDSLLC,MANCHESTER,First Name; Last Name
1770659138,"JEREMIAH N. O'DWYER, DDS, LLC",MANCHESTER,First Name; Last Name
1497156145,KANWARPAL SINGH DDS LLC,MANCHESTER,First Name; Last Name
1326317827,MANCHESTER FAMILY DENTAL LLC,MANCHESTER,First Name; Last Name
1174929970,MANCHESTER SMILES FAMILY AND IMPLANT DENTISTRY LLC,MANCHESTER,First Name; Last Name
1992117725,MATHEWS FAMILY DENTAL CENTER PC,MANCHESTER,First Name; Last Name
1316692106,PRISTINE SMILE DENTAL PLLC,MANCHESTER,First Name; Last Name
1720171499,"STANLEY PEARLSON DMD, PC",MANCHESTER,First Name; Last Name
1770024085,HWANG LONG TERM DENTAL,PROSPECT,First Name; Last Name
1750590329,JUDITH LOMBARDO DMD LLC DBA THOMASTON DENTAL ASSOCIATES,THOMASTON,First Name; Last Name
1619343621,"THOMASTON FAMILY DENTAL, LLC",THOMASTON,First Name; Last Name
1386902245,"ALAN P. FRIEDLER, D.M.D., P.C.",NEW HAVEN,First Name; Last Name
1801170923,CHARLES M SPATZ,NEW HAVEN,First Name; Last Name
1144532540,DRS. CAMARANO AND ROTHMAN,NEW HAVEN,First Name; Last Name
1093255663,FRIENDS AND FAMILY DENTAL CARE,NEW HAVEN,First Name; Last Name
1144729294,"IRA J ZEID DMD, LLC",NEW HAVEN,First Name; Last Name
1265853832,"JENNIFER Y. YOU, DMD, LLC",NEW HAVEN,First Name; Last Name
1487019121,L&M FAMILY DENTISTRY LLC,NEW HAVEN,First Name; Last Name
1093729071,"LEVY DENTAL GROUP, P.C.",NEW HAVEN,First Name; Last Name
1609916089,NEW HAVEN DENTAL GROUP,NEW HAVEN,First Name; Last Name
1245627561,NORTHEASR DENTAL OF LONG WHARF PC,NEW HAVEN,First Name; Last Name
1023419587,PARVEZ BAIG DMD CORPORATION,NEW HAVEN,First Name; Last Name
1508180753,"PROGRESSIVE DENTISTRY OF CT, P.C.",NEW HAVEN,First Name; Last Name
1730199407,"RONALD H. DELFINI, DDS, PC",NEW HAVEN,First Name; Last Name
1568603934,"WOLCOTT STREET DENTAL-1, PC",NEW HAVEN,First Name; Last Name
1790170033,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,First Name; Last Name
1982171401,DR CAROL DERMESROPIAN PLLC,WATERBURY,First Name; Last Name
1558670430,WATERBURY DENTAL CARE P.C.,WATERBURY,First Name; Last Name
1114226255,"WATERBURY DENTAL CARE, P.C.",WATERBURY,First Name; Last Name
1184285611,ABOVE AND BEYOND DENTAL GROUP,QUAKER HILL,First Name; Last Name
1568674331,"ADVANTAGE DENTAL GROUP, LLC",EAST LYME,First Name; Last Name
1366198194,RESOLUTE BENAK,EAST LYME,First Name; Last Name
1790481612,RESOLUTE BENAK,EAST LYME,First Name; Last Name
1396390951,RESOLUTE FLANDERS LLC,EAST LYME,First Name; Last Name
1053505651,"ROOT CANAL SPECIALISTS, P.C.",EAST LYME,First Name; Last Name
1083244602,ZELMANOW DENTAL LLC,EAST LYME,First Name; Last Name
1093034621,NORTHEAST DENTAL SOLUTIONS LLC,BRIDGEPORT,First Name; Last Name
1588064349,"SIZ, LLC",BRIDGEPORT,First Name; Last Name
1619785870,BLOOMING SMILE DENTAL PC,MONROE,First Name; Last Name
1053175596,FATSE DENTAL CENTER LLC,MONROE,First Name; Last Name
1023235827,"JOHN G. FATSE, DMD, LLC",MONROE,First Name; Last Name
1033737457,"CONSTANT DENTAL CARE, PLLC",SOUTHINGTON,First Name; Last Name
1245107598,D&M HEALTH AND AESTHETICS PLLC,WEATOGUE,First Name; Last Name
1306860937,"ALAN B ROSENTHAL,DMD,PC",DARIEN,First Name; Last Name
1033536313,DARIEN DENTAL ARTS,DARIEN,First Name; Last Name
1083726749,ERVIN BROWN DMD & STEVEN J ROTHENBERG DMD LLP,DARIEN,First Name; Last Name
1043803406,HARBOR POINT DENTAL AT DARIEN PC,DARIEN,First Name; Last Name
1952972895,IDENT DENTAL AT DARIEN,DARIEN,First Name; Last Name
1194301036,IDENT PC,STAMFORD,First Name; Last Name
1184849713,MIDDLESEX DENTAL GROUP PC,DARIEN,First Name; Last Name
1033991021,MONARCH ORTHODONTICS CORPORATION,DARIEN,First Name; Last Name
1124881537,MYORTHOS CONNECTICUT ORTHODONTICS PC,TRUMBULL,First Name; Last Name
1396011920,NOROTON DENTAL ASSOCIATES LLC,DARIEN,First Name; Last Name
1679196679,PETER D MARO JR D M D M S P C,RYE,First Name; Last Name
1295936607,QUYNHCHI N VAN LANG DMD,DARIEN,First Name; Last Name
1316658594,SLEEP APNEA CENTER OF CONNECTICUT LLC,DARIEN,First Name; Last Name
1184485849,DR CHASE WHITLOW DDS PLLC,GREENWICH,First Name; Last Name
1295824720,DRS TREPP & MILLER PC,GREENWICH,First Name; Last Name
1437709821,GERALD COHEN DDS,GREENWICH,First Name; Last Name
1396169272,"GREENWICH DENTAL GROUP, LLC",GREENWICH,First Name; Last Name
1922670819,GREENWICH DENTAL LLC,GREENWICH,First Name; Last Name
1073105250,HARBOR POINT DENTAL AT GREENWICH PC,GREENWICH,First Name; Last Name
1407427347,IDENT DENTAL AT GREENWICH,GREENWICH,First Name; Last Name
1144528134,"RANDALL A. MOORE, DMD,PC",GREENWICH,First Name; Last Name
1053444794,"CARE DENTAL CENTER ,LLC",HARTFORD,First Name; Last Name
1992096887,HARTFORD GAY & LESBIAN HEALTH COLLECTIVE,HARTFORD,First Name; Last Name
1265620082,"HARTFORD SMILES YOUTH DENTISTRY, PC",HARTFORD,First Name; Last Name
1467526269,S D MINTATOS DMD MSD PC,HARTFORD,First Name; Last Name
1922451202,SHRINATH LLC,HARTFORD,First Name; Last Name
1477919058,SMILE BY DESIGN HARTFORD LLC,HARTFORD,First Name; Last Name
1245569748,"SPH2 ENTERPRISE, LLC",HARTFORD,First Name; Last Name
1043696107,WALNUT DENTAL,HARTFORD,First Name; Last Name
1013318963,"WALNUT DENTAL, INC",HARTFORD,First Name; Last Name
1962842948,"AMAZING SMILES DENTAL CARE, LLC",HARTFORD,First Name; Last Name
1518031343,CARE ENDODONTICS,HARTFORD,First Name; Last Name
1912156514,"CARE ENDODONTICS, P.C.",HARTFORD,First Name; Last Name
1649481482,CENTRAL CONNECTICUT DENTAL,HARTFORD,First Name; Last Name
1083237259,"DENTAL SMILES OF HARTFORD, PLLC",HARTFORD,First Name; Last Name
1447028154,DENTAL TEAM OF HARTFORD LLC,HARTFORD,First Name; Last Name
1619375813,ESTHETIC DENTAL GROUP LLC,SUFFIELD,First Name; Last Name
1295242238,FAMILY DENTISTRY OF HARTFORD PLLC,HARTFORD,First Name; Last Name
1639386634,"FARMINGTON AVENUE DENTAL CARE, PC",HARTFORD,First Name; Last Name
1295889897,"GARY S. MILLINGER, PC",HARTFORD,First Name; Last Name
1548026685,GORGEOUS SMILES DENTAL HARTFORD,HARTFORD,First Name; Last Name
1518256643,HARTFORD COSMETIC DENTAL CENTER,HARTFORD,First Name; Last Name
1609273580,"HARTFORD SMILES DENTAL GROUP, LLC",HARTFORD,First Name; Last Name
1033254602,NORMAN MENDLINGER DDS. P.C. DBA HARTFORD DENTAL GROUP,HARTFORD,First Name; Last Name
1770745242,RON ARBUCKLE DDS PC,HARTFORD,First Name; Last Name
1154814069,SIGNATURE SMILES OF HARTFORD LLC,HARTFORD,First Name; Last Name
1720386972,"SMALL SMILES DENTAL CENTER OF HARTFORD WEST, PC",HARTFORD,First Name; Last Name
1649482324,"ADVANTAGE DENTAL GROUP, LLC",NORWICH,First Name; Last Name
1598178477,"CARINA VERO VORA, DDS LLP",NORWICH,First Name; Last Name
1023100401,"DANIEL W. TRACY, III D.M.D., P.C.",NORWICH,First Name; Last Name
1982912382,"DR SAMI A. YOUSUF, DDS, INC",NORWICH,First Name; Last Name
1225249063,EASTERN CONNECTICUT DENTAL,NORWICH,First Name; Last Name
1053754929,FAMILY ORTHODONTIC CARE,NORWICH,First Name; Last Name
1699811075,"LAFAYETTE DENTAL GROUP, PC",NORWICH,First Name; Last Name
1063004554,"MOHAN & VIRANI DDS, LLC",NORWICH,First Name; Last Name
1235899816,MYORTHOS CONNECTICUT ORTHODONTICS PC,WATERFORD,First Name; Last Name
1386755742,NORWICH FAMILY DENTAL ASSOCIATES,NORWICH,First Name; Last Name
1558670471,NORWICH SMILES FAMILY DENTISTRY,NORWICH,First Name; Last Name
1760416176,"UNITED COMMUNITY AND FAMILY SERVICES, INC",NORWICH,First Name; Last Name
1538641873,ACER DENTAL LLC,NEW BRITAIN,First Name; Last Name
1962863043,"ALL SMILE CARE, LLC",NEW BRITAIN,First Name; Last Name
1831733062,ALPHA DENTAL PLLC,NEW BRITAIN,First Name; Last Name
1013457266,APPLE DENTAL LLC,NEW BRITAIN,First Name; Last Name
1821421827,"B & R DENTAL, LLC",NEW BRITAIN,First Name; Last Name
1619440732,CHARTER OAK DENTAL CENTER LL LLC,NEW BRITAIN,First Name; Last Name
1396562419,DENTIST IN NEW BRITAIN LLC,NEW BRITAIN,First Name; Last Name
1669772018,"GLOBUS DENTAL, PC",NEW BRITAIN,First Name; Last Name
1740678721,GLOBUS FAMILY DENTAL INC,NEW BRITAIN,First Name; Last Name
1558727131,"KIDS DENTAL CARE NEW BRITAIN, LLC",NEW BRITAIN,First Name; Last Name
1184300402,MD MAULE DMD MBA LLC,NEW BRITAIN,First Name; Last Name
1013068832,NEW BRITAIN DENTAL ARTS LLC,NEW BRITAIN,First Name; Last Name
1407698871,NEW BRITAIN PEDIATRIC DENTISTRY PLLC,NEW BRITAIN,First Name; Last Name
1790928786,NEWBRITE PLAZA FAMILY DENTAL,NEW BRITAIN,First Name; Last Name
1215313754,OM DENTAL LLC,NEW BRITAIN,First Name; Last Name
1740907419,QUINNIPIAC ENDODONTICS - NEW BRITAIN PLLC,NEW BRITAIN,First Name; Last Name
1780092445,"QUINNIPIAC ENDODONTICS, LLC",NEW BRITAIN,First Name; Last Name
1346966439,ROYAL DENTAL AND IMPLANT CENTER LLC,NEW BRITAIN,First Name; Last Name
1295028942,WEST MAIN DENTAL LLC,NEW BRITAIN,First Name; Last Name
1285925362,WEST MAIN DENTAL PC,NEW BRITAIN,First Name; Last Name
1013158484,"WOLCOTT STREET DENTAL-1, PC",NEW BRITAIN,First Name; Last Name
1730719279,BARTLEY DENTISTRY,WINDSOR,First Name; Last Name
1659601557,COMPREHENSIVE GERIATRIC DENTAL CARE LLC,WINDSOR,First Name; Last Name
1821217399,DAY HILL DENTAL PLLC,WINDSOR,First Name; Last Name
1770758674,FAMILY DENTISTRY OF WINDSOR PC,WINDSOR,First Name; Last Name
1346233061,JORDAN & YOUNG DENTAL. L.L.C.,WINDSOR,First Name; Last Name
1871668731,NEW ENGLAND DENTAL CENTER,WINDSOR,First Name; Last Name
1952027153,NEW ENGLAND ENDODONTICS PC,WINDSOR,First Name; Last Name
1598433971,"NUTMEG ORTHODONTICS, LLC",WINDSOR,First Name; Last Name
1578943528,ROBERTA J GARCEAU DMD LLC,WINDSOR,First Name; Last Name
1861905036,"SMILES OF WINDSOR, LLC",WINDSOR,First Name; Last Name
1417312430,STEVEN W FARLEY DDS PC,WINDSOR,First Name; Last Name
1790951762,WINDSOR FAMILY DENTISTS,WINDSOR,First Name; Last Name
1730917576,WINDSOR IMPLANT & COSMETIC DENTISTRY,WINDSOR,First Name; Last Name
1043436306,DASILVA DENTAL LLC,EAST WINDSOR,First Name; Last Name
1790004885,"MY ENFIELD DENTIST, LLC",EAST WINDSOR,First Name; Last Name
1275774150,ALL ABOUT SMILES LLC,WINDSOR LOCKS,First Name; Last Name
1801550629,ALL SMILES OF CONNECTICUT PLLC,WINDSOR LOCKS,First Name; Last Name
1104833862,"HEALTHY SMILES DENTAL CARE, P.C.",WINDSOR LOCKS,First Name; Last Name
1467578070,"ROBERT W. ZEBROWSKI, D.M.D., L.L.C.",WINDSOR LOCKS,First Name; Last Name
1689689382,"THOMAS J. YANIK, DDS PC",WINDSOR LOCKS,First Name; Last Name
1881859809,WINDSOR LOCKS DENTAL CARE LLC,WINDSOR LOCKS,First Name; Last Name
1851534069,DR. QUN ZENG DDS PC,EAST HARTFORD,First Name; Last Name
1801918818,"DRS. WERNICK & DYM, P.C.",EAST HARTFORD,First Name; Last Name
1487004586,"TOOTH TIME DENTISTRY, LLC",EAST HARTFORD,First Name; Last Name
1326306945,"WHITE DENTAL, LLC",EAST HARTFORD,First Name; Last Name
1376652958,NIANTIC DENTAL ASSOCIATES PC,NIANTIC,First Name; Last Name
1649678376,AD DENTAL PC,PUTNAM,First Name; Last Name
1053739292,"ADVANCED ORTHODONTICS,LLC",PUTNAM,First Name; Last Name
1720760598,AZ DENTAL PLLC,PUTNAM,First Name; Last Name
1568575405,"DRS. MANZOLI & RUSSO, PC",PUTNAM,First Name; Last Name
1699486852,GREEN VALLEY ORTHODONTICS PLLC,PUTNAM,First Name; Last Name
1639219140,"NORTHEAST CONNECTICUT DENTAL ASSOCIATES, INC.",PUTNAM,First Name; Last Name
1154681948,PUTNAM FAMILY DENTAL,PUTNAM,First Name; Last Name
1376754564,PUTNAM FAMILY DENTAL PC,PUTNAM,First Name; Last Name
1346607389,UNIQUE DENTAL LLC,PUTNAM,First Name; Last Name
1902006802,WALTER P & CAROLYN E MCGINN DMD PC,PUTNAM,First Name; Last Name
1861789034,"BRIDGEPORT DENTAL CARE, LLC",BRIDGEPORT,First Name; Last Name
1255084422,"DREAM HIGH DENTAL ANESTHESIA, LLC",BRIDGEPORT,First Name; Last Name
1982149522,GHORBANI - MOHAMMADI DENTAL P.C.,BRIDGEPORT,First Name; Last Name
1467886614,ISMILE ORTHODONTICSOF LLC,BRIDGEPORT,First Name; Last Name
1194193094,"SPH BRIDGEPORT, LLC",BRIDGEPORT,First Name; Last Name
1609199074,SPH ENTERPRISE LLC,BRIDGEPORT,First Name; Last Name
1538392170,"WOLCOTT STREET DENTAL-2, PC",BRIDGEPORT,First Name; Last Name
1821216441,DANA C JONES DDS PC,RIDGEFIELD,First Name; Last Name
1083749972,FAMILY PRACTICE DENTISTRY,RIDGEFIELD,First Name; Last Name
1982423778,FAMILY PRACTICE DENTISTRY OF RIDGEFIELD LLC,RIDGEFIELD,First Name; Last Name
1174020630,HOME TOWN DENTAL INC,RIDGEFIELD,First Name; Last Name
1194142984,"NEW SMILE DENTAL, LLC",RIDGEFIELD,First Name; Last Name
1811488372,"PROFESSIONAL DENTAL ALLIANCE OF RIDGEFIELD, PLLC",RIDGEFIELD,First Name; Last Name
1225131766,RANDALL G BALDWIN DMD PC,RIDGEFIELD,First Name; Last Name
1609016963,TOOTH FAIRY PEDIATRIC DENTISTRY,RIDGEFIELD,First Name; Last Name
1174907331,CT BRACES STAMFORD ORTHODONTICS PC,STAMFORD,First Name; Last Name
1518247949,"CT BRACES, LLC",STAMFORD,First Name; Last Name
1376789966,FAMILY DENTAL PRACTICE PC,STAMFORD,First Name; Last Name
1063758183,SHIPPAN DENTAL CENTER,STAMFORD,First Name; Last Name
1538554647,"FAMILY & PREVENTIVE DENTISTRY, PC",WOODBURY,First Name; Last Name
